Date,New Delhi,Mumbai,Kolkata,Chennai
2025-05-08,,,1.0017967096274756,
2025-05-09,0.7128482581519123,,,0.3550801749790829
2025-05-10,,,0.49865607812695983,
2025-05-11,0.36803609994196657,0.3385815975426739,,0.5547152257320531
2025-05-12,,,1.0280559237682965,0.5001705109360859
2025-05-13,0.4241163293163357,,,
2025-05-14,,,0.706453823646821,0.9475939634956215
2025-05-15,0.43564905983060165,,,
2025-05-16,,,,1.0497131124779588
2025-05-17,0.38132374593780244,,1.8882924879812213,
2025-05-18,0.40204424042334197,,,
2025-05-19,0.6368186837600585,,0.4874112773378726,
2025-05-20,0.5752091831149255,,,
2025-05-21,,,0.6507301285532536,
2025-05-22,0.5536679610082477,,,0.5851234236711189
2025-05-24,0.804558597145961,,,0.5331592635505108
2025-05-25,,,,
2025-05-26,1.175622512875281,,,
2025-05-27,,,,
2025-05-28,1.2047037368757298,,,
2025-05-29,,,,
2025-05-30,,,2.7101323564089195,
2025-05-31,,,,
2025-06-01,0.9748974685381476,,1.372147389292813,
2025-06-02,0.5289759739447408,,0.6317968549184202,0.24134437529394379
2025-06-03,,,1.0261570437638303,
2025-06-04,0.7554563580939194,,,0.14005497744725012
2025-06-05,,,2.3239937094462912,
2025-06-06,0.6111687446837158,,,0.3595953799145756
2025-06-07,,,0.534058397134804,0.5638709712138382
2025-06-08,0.6285511392209122,,,
2025-06-09,,,0.7577849194383596,0.42826566514077846
2025-06-10,0.42459198623208455,,,
2025-06-11,,,0.8382077884530172,
2025-06-12,0.7110890466023844,,,
2025-06-13,1.3444392284518456,,0.30942251867384585,
2025-06-14,0.8043295233970574,,1.2841266977498071,
2025-06-15,2.201122225356121,,,
2025-06-16,,,0.8198328200875972,
2025-06-17,2.6378310502447078,,,1.1252063299640578
2025-06-18,,,,
2025-06-19,1.067161299443824,,,2.3525447197681526
2025-06-20,,,,0.218762914616637
2025-06-21,,,,
2025-06-22,,,,
2025-06-23,2.2232073080545867,,,
2025-06-24,,,1.1401702310138344,
2025-06-25,,,,
2025-06-26,1.3319756108244212,,,2.1287214034634667
2025-06-27,0.4779448741359344,,,
2025-06-28,,,,0.6614055810345182
2025-06-29,,,,
2025-06-30,,,,1.276487271418953
2025-07-01,,,,
2025-07-02,,,,
2025-07-03,,,0.9764003694820692,
2025-07-05,,,,0.9867063152770965
2025-07-06,,,,
2025-07-07,,,,1.4113941381150874
2025-07-08,1.2077288315445753,,,
2025-07-09,2.302913612405579,,,0.5751678463912244
2025-07-10,,,,
2025-07-11,,,,0.32393999629507814
2025-07-12,,,,
2025-07-13,0.511858847791539,,,0.021556167225615076
2025-07-14,,,,
2025-07-15,,,,0.5820466350256543
2025-07-16,,,,0.17535235892276688
2025-07-17,,,,
2025-07-18,,,0.4726377690697435,
2025-07-19,,,,
2025-07-20,,,,
2025-07-21,,,,
2025-07-22,,,1.50867166763982,
2025-07-24,0.6531887056979342,,,1.579530221542851
2025-07-25,,,,
2025-07-26,0.3741911036288477,,,
2025-07-27,,,1.2932099674469624,
2025-07-28,,,,
2025-07-30,,,,
2025-07-31,,,,1.0659360103002102
2025-08-01,,,,
2025-08-02,,,1.7821704230117448,1.0840097226087813
2025-08-03,1.491174933368482,,1.1829032868146896,
2025-08-04,,,,2.090255853010808
2025-08-05,,,,
2025-08-06,1.6884015122092366,,,0.24822952756972957
2025-08-07,,,,
2025-08-08,1.069588977099565,,,
2025-08-09,,,0.6107876733765749,
2025-08-10,1.0406644878027758,,,
2025-08-11,,,1.6022281777358607,1.8221929666997194
2025-08-12,,,,
2025-08-13,,,,
2025-08-14,,,,
2025-08-15,,,0.36822484406352435,1.214845105546918
2025-08-16,0.9451230844416448,,0.44175932880271346,
2025-08-17,,,2.538462734900052,
2025-08-18,1.1212597170865806,,,
2025-08-19,0.4669327454772263,,,
2025-08-20,,,,
2025-08-21,,,,0.12461487582143375
2025-08-22,,,,
2025-08-23,,,,
2025-08-24,,,,0.1284593844886065
2025-08-25,,,,
2025-08-26,,,0.28501685965383444,0.6098363688111346
2025-08-27,,,,
2025-08-28,,,,1.2024262839023372
2025-08-29,,,,
2025-08-30,,,1.114505817633036,0.2633463678009679
2025-08-31,,,0.8166661786196284,
2025-09-01,,,,
2025-09-02,,,,
2025-09-03,,,,
2025-09-04,,,,
2025-09-05,,,,0.3227254610703901
2025-09-06,,,0.425416275267246,0.24300559930031898
2025-09-07,0.5320988694710912,,,
2025-09-08,,,0.3823551401879858,0.1556541922077743
2025-09-09,0.3231546383956195,,,
2025-09-10,,,0.4750622489782352,0.28568907983238273
